gene_id	gene_short_name	locus	FPKM_ECT095_R1	FPKM_ECT095_R2	FPKM_ECT105_R1	FPKM_ECT105_R2	FPKM_ECT115_R1	FPKM_ECT115_R2	FPKM_ECT125_R1	FPKM_ECT125_R2	FPKM_MES095_R1	FPKM_MES095_R2	FPKM_MES105_R1	FPKM_MES105_R2	FPKM_MES115_R1	FPKM_MES115_R2	FPKM_MES125_R1	FPKM_MES125_R2
ENSMUSG00000058301	Upf1	chr8:70331524-70353278	25.0425	29.0589	24.4671	27.5648	25.7138	28.0269	22.661	28.367	26.6478	37.9894	37.5442	37.8874	28.6878	34.029	24.0597	32.6902
ENSMUSG00000058317	Ube2e2	chr14:18573576-18894267	8.97441	9.06312	9.16072	9.30646	14.5974	7.69329	15.6749	14.3289	12.0713	8.55911	8.20544	8.87542	16.1252	10.672	13.9814	23.3805
ENSMUSG00000058318	Phf21a	chr2:92093116-92364666	20.8018	21.3581	19.5581	28.6459	27.4068	34.5272	25.562	34.538	10.6335	16.4777	15.0511	21.2582	32.9879	31.5119	23.3112	37.3524
ENSMUSG00000058325	Dock1	chr7:134670686-135173639	17.5569	19.853	18.376	20.6579	21.3885	23.1874	19.1736	22.7629	13.0393	18.539	21.9708	24.6253	25.0986	28.2433	23.8289	30.6008
ENSMUSG00000058328	Xlr5a	chrX:73107634-73292976	0	0	0.094764	0.0678676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058331	Zfp85	chr13:67747799-67755228	1.17809	1.45462	1.54061	2.0827	0.85488	2.1958	1.15391	2.07559	1.25319	1.91107	1.42279	1.91027	0.754237	2.30107	2.04215	2.75593
ENSMUSG00000058349	Tas2r117	chr6:132802817-132803975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058351	Smim4	chr14:31088131-31128956	10.9562	8.28401	11.526	9.27253	13.4619	10.0396	15.8544	11.9181	11.468	8.2266	11.7767	7.7042	12.1707	10.6324	11.93	8.51409
ENSMUSG00000058354	Krt6a	chr15:101689909-101694307	0	0.0217108	0.0613179	0.196631	1.39442	1.42729	5.33517	1.90831	0	0	0	0	0.034022	0.0268439	0	0
ENSMUSG00000058355	Abce1	chr8:79683461-79711740	47.4842	69.2115	41.0245	51.7836	41.6683	49.3717	42.524	52.6607	70.7635	103.595	47.1429	72.6391	45.2282	74.8379	39.8426	59.3602
ENSMUSG00000058368	Krtap21-1	chr16:89403217-89403868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058385	Hist1h2bg	chr13:23571395-23572013	1.3773	0.320112	0.904092	0.1812	0.285553	0.2769	0.179871	0.456765	0.175812	0	0.636915	0.293692	0.501631	0.0989489	0.592239	0.0937292
ENSMUSG00000058388	Phtf1	chr3:103968109-104007490	9.8346	12.7821	10.3079	14.1647	16.3031	17.4448	14.0004	20.144	10.055	12.6199	9.94819	15.9408	13.845	17.4982	11.8087	16.6179
ENSMUSG00000058392	Rrp1b	chr17:32036099-32062865	16.5204	18.5997	14.6446	15.5198	15.1489	14.1258	13.7829	14.2588	21.9131	29.7093	20.2298	21.2013	14.4223	19.4592	10.115	14.6891
ENSMUSG00000058396	Gpr182	chr10:127747275-127751732	0	0	0.0176634	0.0141605	0.0357049	0.0144262	0	0	0.228991	0.139681	0.149322	0.107108	0.362617	0.247447	0.194388	0.234394
ENSMUSG00000058398	Prss43	chr9:110826689-110831839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058399	Vmn1r64	chr7:5883579-5884590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058400	Qrfpr	chr3:36179423-36222313	0.138854	0.107575	0.116648	0.0993898	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058402	Zfp420	chr7:29859978-29876827	0.992662	1.47019	0.951619	1.51017	0.844614	1.48006	0.978545	1.72078	1.21916	1.93389	1.81927	2.05032	1.14557	1.38172	0.787909	1.91865
ENSMUSG00000058407	Txndc9	chr1:37985188-37997893	43.8422	39.9814	42.3459	36.4574	43.6995	40.4869	47.8244	40.7134	57.9157	43.635	47.0274	42.9951	40.2284	46.9699	46.6587	39.1281
ENSMUSG00000058420	Syt17	chr7:118380716-118448222	1.03556	0.922762	0.943092	0.856998	0.481217	0.737673	0.215546	0.421839	0.112476	0.059114	0.0772387	0.0474865	0.168308	0.167993	0.599418	0.272798
ENSMUSG00000058427	Cxcl2	chr5:90903870-90905938	0	0.0445959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058435	Btnl4	chr17:34469041-34475937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058440	Nrf1	chr6:30047987-30153458	31.1183	28.0645	28.0902	24.664	29.3362	25.3782	25.0637	24.9474	29.0173	33.9123	31.3852	31.0182	29.962	31.805	27.8712	28.4986
ENSMUSG00000058441	Panx2	chr15:89059733-89073567	0.451816	0.452133	0.411927	0.538812	0.746348	0.593821	0.899586	0.948991	0.0213615	0.326245	0.0485988	0.017842	0.365691	0.135066	0.387006	0.22209
ENSMUSG00000058443	Rpl10-ps3	chr9:50344200-50344968	0.443318	0.708372	0.454694	1.16647	0.321693	0.816999	0.530713	0.735106	0.801684	0.457635	0.805385	0.708992	0.756856	0.716606	0.667195	0.527959
ENSMUSG00000058444	Map2k5	chr9:63163767-63377902	11.4595	12.011	13.1217	11.1254	13.2163	13.1862	13.2815	14.0529	11.2415	11.7589	13.1813	12.3882	14.9133	12.6801	14.9729	15.8227
ENSMUSG00000058446	Znrf2	chr6:54816915-54893500	3.81193	3.88282	3.73774	5.13528	4.53343	6.04721	6.9814	6.56067	4.02883	5.31559	2.82145	4.06014	2.44305	4.81175	4.833	5.33526
ENSMUSG00000058454	Dhcr7	chr7:143823166-143848410	27.4502	27.2913	22.1726	19.4212	24.1106	21.1677	21.7568	17.2938	25.3991	26.7604	32.6352	24.7303	32.9291	29.1023	25.6575	25.9997
ENSMUSG00000058470	Gm8369	chr19:11492037-11512577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058486	Wdr91	chr6:34880425-34910876	7.55815	7.61837	7.4477	6.78627	7.49424	6.56764	6.53491	8.3638	6.78793	7.20677	6.40465	8.29009	8.50888	10.4358	8.86312	9.86031
ENSMUSG00000058488	Kl	chr5:150952606-150993817	0	0	0	0	0	0	0	0	0	0.00981029	0.0054934	0.0591058	0.0302861	0.0836367	0.00715131	0.0565892
ENSMUSG00000058491	Olfr869	chr9:20129008-20138763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058498	Rnf207	chr4:152307018-152318608	0.131717	0.24067	0.0451461	0.113526	0.0572495	0.0925249	0.0150257	0.137364	0	0	0	0.0490813	0.0250489	0.0247974	0.0473177	0.070468
ENSMUSG00000058499	Pip	chr6:41847534-41852065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058503	Fam133b	chr5:3543832-3570238	15.6786	19.0524	16.2566	17.3065	16.5226	17.6078	12.0775	18.9791	18.9471	18.6133	16.347	21.6572	18.1706	22.3942	11.8325	22.2998
ENSMUSG00000058513	Olfr801	chr10:129666988-129673865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058515	Olfr933	chr9:38972312-38979861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058523	Mup5	chr4:61831318-61835233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058537	AW822073	chr10:58222971-58224930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058546	Rpl23a	chr11:78180934-78183584	485.623	433.457	486.643	397.434	561.558	448.386	602.978	465.058	577.471	415.928	520.182	401.141	539.193	409.271	663.317	451.295
ENSMUSG00000058550	Dppa4	chr16:48283734-48294237	0	0	0	0	0	0	0	0	0	0	0	0.0475994	0	0	0	0
ENSMUSG00000058558	Rpl5	chr5:107900501-107909005	450.379	339.189	412.379	309.625	439.063	348.585	536.157	377.068	519.408	347.161	365.726	281.897	359.508	275.171	414.114	288.34
ENSMUSG00000058568	Defb50	chr8:21823538-21831296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058569	Tmed9	chr13:55573731-55597697	109.513	111.209	146.568	135.949	106.231	108.614	95.1056	94.3852	79.4484	84.3247	74.3668	77.5005	77.3383	73.6389	62.9939	69.0201
ENSMUSG00000058571	Gpc6	chr14:116925429-117976544	9.40131	8.09582	8.75739	5.88879	6.55361	4.70981	5.02138	3.83939	11.9389	14.8626	10.2159	8.05507	10.1148	8.94177	13.2834	10.979
ENSMUSG00000058579	Cela2a	chr4:141814961-141826160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058586	Serhl	chr15:83089507-83116674	3.60088	2.93627	4.43042	3.72445	6.27737	6.00206	6.08098	6.79591	2.50959	3.49753	3.61233	4.29243	7.29435	4.86881	8.0272	8.73705
ENSMUSG00000058587	Tmod3	chr9:75497706-75559657	20.4962	20.7736	21.922	20.3154	27.4767	20.3932	27.576	21.9248	23.842	23.38	30.0448	25.9112	32.3791	27.6024	26.2726	26.5765
ENSMUSG00000058589	Anks1b	chr10:89873508-90973300	0	0.036027	0.191549	0.105052	0.0138447	0.0377208	0	0.0637227	0	0.0132811	0.0583285	0.141752	0.015201	0.229845	0.0143523	0
ENSMUSG00000058594	Fbxo18	chr2:11742574-11777582	17.8335	19.3434	18.6232	19.7731	20.9398	21.5725	19.1345	21.0346	16.6123	18.8414	20.1465	22.8314	24.563	24.2976	20.1113	26.821
ENSMUSG00000058600	Rpl30	chr15:34440504-34443640	157.356	200.316	151.749	176.246	173.718	195.692	224.961	214.933	189.084	211.13	172.662	173.853	144.777	158.207	210.894	190.658
ENSMUSG00000058618	AY761184	chr8:21702518-21703645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058620	Adra2b	chr2:127363207-127367221	0.043237	0.288996	0.0354778	0.0711185	0.0268961	0.0289767	0.0188222	0.0430228	0.423265	0.573899	0.609398	0.874251	0.444156	0.807546	0.027891	0.294325
ENSMUSG00000058624	Gda	chr19:21391306-21473445	0	0.018223	0	0.0412609	0.0390145	0	0	0.0691298	0	0	0.0229512	0	0	0	0	0.0241978
ENSMUSG00000058626	Capn11	chr17:45630203-45659325	0	0.0190881	0	0	0.0136219	0	0.0715041	0	0	0	0	0	0	0	0.014126	0
ENSMUSG00000058628	Olfr875	chr9:37771856-37774459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058631	Vmn1r63	chr7:5802344-5805445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058638	Zfp110	chr7:12834760-12850577	11.8757	10.9991	11.3006	9.93886	9.64432	11.8564	12.1958	13.6668	9.77171	9.12951	10.7842	8.88107	9.19975	9.56361	11.6364	10.7758
ENSMUSG00000058643	Speer4f1	chr5:17476097-17480936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058655	Eif4b	chr15:102073772-102097173	211.495	180.367	157.766	141.653	182.627	165.914	196.949	167.742	205.483	191.522	170.88	139.133	174.28	142.864	184.626	153.529
ENSMUSG00000058656	Samd12	chr15:53453809-53902530	0.283126	0.301602	0.108413	0.223491	0.230887	0.240334	0.135576	0.150233	0.0602349	0.0389692	0.0405254	0.0939139	0.915175	0.739039	0.405814	1.4836
ENSMUSG00000058659	Olfr58	chr9:19780282-19785333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058662	Olfr69	chr7:103765804-103771594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058665	En1	chr1:120602417-120607992	26.5666	18.2072	25.7645	28.0807	28.717	28.8902	23.1302	31.563	0.331255	0.172211	0.257152	0.20751	0.723628	0.186434	0.0697416	0.0220749
ENSMUSG00000058669	Nkx2-9	chr12:56611388-56613284	0	0	0	0	0.0558455	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058670	4932411N23Rik	chrX:126812461-126815868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058672	Tubb2a	chr13:34074273-34078007	12.0538	7.74113	23.8588	18.084	15.6523	10.9477	14.1309	7.64437	9.89788	7.2351	7.21217	7.06467	12.2752	6.95064	13.2534	6.87181
ENSMUSG00000058685	Vmn2r51	chr7:10087197-10105659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058690	Ccser2	chr14:36874935-36968777	4.61354	4.14406	3.68412	6.02476	6.92236	7.09724	7.48244	8.98945	3.18526	4.91554	3.89185	4.88991	5.8647	6.19383	5.11369	7.4429
ENSMUSG00000058692	Olfr846	chr9:19357064-19364005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058704	Memo1	chr17:74200705-74294883	36.9046	34.8456	31.9893	34.379	30.8855	32.5735	30.0003	35.2991	36.1694	34.6121	22.7635	26.9514	19.3883	26.1092	18.651	25.1147
ENSMUSG00000058706	0610030E20Rik	chr6:72347333-72353148	6.33987	9.65517	6.91586	9.47161	5.70228	10.0457	5.9543	10.2369	6.04014	10.0745	4.78661	8.8419	5.11631	9.0962	3.93424	9.09436
ENSMUSG00000058709	Egln2	chr7:27158657-27166802	30.3375	25.7237	31.981	28.0707	34.5846	27.4892	30.93	27.5938	33.3394	28.4389	41.0396	33.9073	38.9221	32.7286	36.9565	33.7346
ENSMUSG00000058715	Fcer1g	chr1:171229571-171234365	0	0.220078	0	0.0830201	0.418924	0.592389	0.274795	0.0837176	0.591083	0.223482	1.25142	3.23149	3.67962	2.44964	4.72438	3.35172
ENSMUSG00000058717	Gm4763	chr7:24715022-24726908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058725	Gm11937	chr11:99609793-99610189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058728	Cd300c	chr11:114956267-114960417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058729	Lin9	chr1:180641149-180690694	2.89296	4.07054	3.83668	4.84407	2.79094	4.49316	4.14513	4.60942	3.12601	4.78348	4.46594	5.82042	2.58777	7.19246	6.48529	7.13064
ENSMUSG00000058740	Kcnt1	chr2:25863733-25918273	0	0.0499568	0	0.0565246	0	0	0	0.0119752	0.0173865	0.0531934	0.0904375	0	0.0107333	0.0657146	0	0
ENSMUSG00000058741	Prr19	chr7:25301410-25304132	0	0.239309	0.0563234	0.225769	0.0569263	0.0920022	0.0597636	0.0910583	0.23366	0.202456	0.0680207	0.292745	0.0937524	0.147945	0.206615	0.0467134
ENSMUSG00000058743	Kcnj14	chr7:45816459-45824782	0.0958102	0.0553419	0.0521008	0.0626528	0.105386	0.127657	0.221132	0.147405	0.148598	0.243461	0.209372	0.225665	0.497468	0.359297	0.33759	0.173012
ENSMUSG00000058748	Zfp958	chr8:4613166-4630231	3.0131	4.47317	2.45913	3.88771	2.05737	4.74983	2.24595	4.35712	3.92297	4.35981	2.42394	4.6069	0.984948	3.69787	2.75745	3.68664
ENSMUSG00000058755	Osm	chr11:4236419-4241026	0	0	0	0.0246438	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058756	Thra	chr11:98741810-98769006	11.196	9.74737	13.5671	13.8481	26.843	14.4977	23.4141	19.7842	7.87093	6.70022	18.6907	18.2204	39.4849	29.3847	55.161	48.1281
ENSMUSG00000058761	Rnf169	chr7:99920253-99980448	3.44184	4.87168	5.2867	6.26732	3.3482	5.99386	7.38787	7.87558	3.04049	4.87549	5.13368	5.92563	3.43755	6.05771	7.67138	6.93767
ENSMUSG00000058773	Hist1h1b	chr13:21779882-21780625	0.114559	0.732207	0.657991	0.0753576	0.712537	0.153543	0.44883	0.0759841	0.682425	0.202728	0.908164	0.244283	0.938786	0.329208	1.03447	0.233882
ENSMUSG00000058793	Cds2	chr2:132263147-132312050	21.8863	18.3148	18.301	15.5512	20.2321	21.2108	20.4051	18.3705	17.8956	16.8797	16.3913	18.7314	21.6111	20.2412	17.3352	20.0967
ENSMUSG00000058794	Nfe2	chr15:103248211-103258403	0.428445	0.67169	0.234953	0.0894428	0.087933	0.0939703	0.120503	0.0351443	1.90538	2.31976	2.52004	2.4511	3.18991	2.32096	1.05805	1.87791
ENSMUSG00000058799	Nap1l1	chr10:111473222-111498150	360.15	349.215	253.168	240.866	244.627	238.263	223.896	229.668	452.997	466.537	254.332	285.515	254.841	301.61	237.704	272.354
ENSMUSG00000058802	Olfr97	chr17:37230962-37237330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058806	Col13a1	chr10:61838235-61979108	3.17642	3.94324	4.67353	4.89094	1.71901	2.6955	0.221379	0.490578	0.923828	1.66903	2.29384	2.1246	0.678633	0.942086	0.335678	0.512951
ENSMUSG00000058807	Olfr331	chr11:58501597-58502572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058818	Pirb	chr7:3711408-3720382	0	0	0	0	0.0184594	0	0	0	0	0	0.00735231	0.0632852	0.0506682	0.111938	0.0191425	0.090886
ENSMUSG00000058820	Olfr146	chr9:39018072-39023377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058831	Opn1sw	chr6:29376670-29388468	0	0	0	0	0	0	0	0	0	0	0	0	0.0271746	0	0.153999	0.182593
ENSMUSG00000058833	Rex1bd	chr8:70504294-70506752	27.3998	24.3969	39.2401	23.0305	36.1359	26.1829	38.2683	22.4647	40.4273	27.4616	40.9787	23.1724	40.599	29.0715	53.5097	27.02
ENSMUSG00000058835	Abi1	chr2:22940072-23040241	12.8203	15.8726	14.2768	17.3745	15.4354	19.6439	16.8592	21.2185	12.7228	16.7232	13.6735	17.1524	14.757	19.0386	14.9138	18.4159
ENSMUSG00000058856	Olfr952	chr9:39426092-39427148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058881	Zfp516	chr18:82910878-83005314	23.724	24.1257	18.1808	18.3215	16.8028	17.2933	16.1008	17.3644	16.0512	20.325	21.0465	19.8384	19.4067	19.6714	17.2945	23.2603
ENSMUSG00000058883	Zfp708	chr13:67069398-67097976	0.423029	1.42492	1.10255	1.57759	0.366625	1.10698	0.613469	2.40687	0.39128	1.43399	0.954243	1.57763	0.289572	1.19446	0.71489	1.87884
ENSMUSG00000058884	Olfr1025-ps1	chr2:85915192-85921381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058886	Deaf1	chr7:141297179-141327672	6.94689	12.1459	9.81735	15.2055	12.9759	14.8056	13.2358	16.9656	6.70311	10.9007	10.2057	14.0325	16.8419	15.7817	14.4597	19.9746
ENSMUSG00000058897	Col25a1	chr3:130180890-130599877	0.584204	0.281464	0.611366	1.89717	1.68106	0.526719	0.551967	0.377809	1.9724	2.12064	9.91035	10.316	7.04106	9.2417	13.2089	20.8188
ENSMUSG00000058900	Rsl1	chr13:67173181-67184044	0.788424	0.973493	0.862568	0.994046	0.694717	1.21084	1.17267	1.30736	0.601058	0.833265	0.737876	0.840611	0.3739	1.13285	1.24309	1.29665
ENSMUSG00000058904	Olfr1413	chr1:92571321-92574397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058914	C1qtnf3	chr15:10952331-10980150	0.291933	0.444228	5.03509	4.73508	1.78619	5.70609	1.50025	2.74094	0	0.0240465	0.144304	0.115898	0.0556767	0	0	0
ENSMUSG00000058921	Slc10a5	chr3:10331733-10335656	0	0	0	0.0285448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058925	1700011I03Rik	chr18:57533779-57731065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058927	Gm10053	chr19:24875685-24876634	0	0.0521151	0	0	0	0	0	0	0	0.0529073	0	0	0	0	0	0
ENSMUSG00000058932	Gm2174	chrX:56447964-56448366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058935	Tex48	chr4:63607088-63622428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058952	Cfi	chr3:129835883-129875332	0	0.023789	0	0	0.0339532	0	0	0	0	0.0241506	0	0	0.0745574	0	0.0176048	0.0278618
ENSMUSG00000058966	Fam57b	chr7:126797667-126830219	0.109687	0.132379	0.0600009	0	0.075804	0.0245023	0.0208517	0.0727528	0.181427	0.0647024	0.292822	0.259891	0.316267	0.163646	0.235827	0.162984
ENSMUSG00000058975	Kcnc1	chr7:46396496-46438704	0	0	0	0.0072153	0.00454824	0	0	0	0.0114756	0.00647024	0.0072462	0.00779648	0	0.00788021	0.00471655	0.014929
ENSMUSG00000058976	Usp17lc	chr7:103415071-103419880	0	0	0	0	0	0	0	0	0	0	0	0	0.022835	0	0	0
ENSMUSG00000058979	Hdhd5	chr6:120509493-120531319	7.85831	8.59345	7.64339	8.59608	6.16919	7.54437	5.63105	7.99405	8.64104	8.04699	7.88918	8.09604	6.71309	8.65874	4.66997	8.80287
ENSMUSG00000058981	Olfr1406	chr1:173181852-173190640	0	0	0	0	0	0	0	0	0	0	0	0	0.0393792	0	0	0
ENSMUSG00000058997	Vwa8	chr14:78849051-79202310	6.43047	5.19663	6.22623	5.45728	6.80675	6.59586	7.53361	6.9517	3.65335	4.30317	6.24214	5.34341	6.24825	5.1632	7.91371	6.57569
ENSMUSG00000059003	Grin2a	chr16:9567897-9994923	0	0.00337961	0	0	0	0.0129775	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059005	Hnrnpa3	chr2:75659260-75669407	596.049	693.11	564.113	625.401	612.896	611.455	575.842	632.856	530.652	754.549	609.57	731.742	597.606	761.765	511.223	683.34
ENSMUSG00000059013	Sh2d3c	chr2:32721054-32755512	0.521202	0.605784	0.517008	0.451709	0.512081	0.257026	0.393551	0.363588	5.02703	4.49361	5.71411	3.93835	6.90249	5.45936	6.69215	5.57645
ENSMUSG00000059022	Kcp	chr6:29482036-29507952	0.285201	1.01025	0.394913	1.37864	0.639673	0.549504	0.489119	0.602983	1.41835	7.83291	2.71193	9.05599	1.8197	5.87323	2.72055	6.06637
ENSMUSG00000059023	Olfr1201	chr2:88793035-88796827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059030	Olfr128	chr17:37920547-37926801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059031	Olfr482	chr7:108092998-108097586	0	0	0	0	0	0	0	0	0	0	0	0	0.0148358	0	0	0
ENSMUSG00000059040	Eno1b	chr18:48045334-48048378	138.309	99.6182	82.6804	51.7842	65.4864	45.1591	59.7874	39.7153	166.059	117.964	122.83	73.4134	74.1496	55.5818	65.9099	38.1769
ENSMUSG00000059042	Klk1b9	chr7:43976060-43980376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059043	Olfr15	chr16:3830877-3844747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059049	Frem1	chr4:82897919-83052339	7.77559	7.65972	11.1752	21.5489	12.9567	25.5219	3.8664	7.83658	2.07392	3.3471	8.02322	12.813	5.65872	10.0776	2.68653	5.36505
ENSMUSG00000059060	Rad51b	chr12:79297281-79814690	1.19109	1.28312	1.53284	1.62729	1.7349	1.94329	2.51921	2.54559	1.53105	1.33519	1.70271	1.59051	1.57066	2.18738	2.16606	1.78663
ENSMUSG00000059069	Olfr749	chr14:50736170-50745094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059070	Rpl18	chr7:45715456-45720836	1349.44	897.688	1264.32	790.746	1361.75	870.292	1544.19	891.986	1663.01	948.227	1354.96	841.362	1212.71	784.467	1357.62	752.027
ENSMUSG00000059077	Pth	chr7:113385579-113388570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059087	Olfr698	chr7:106749888-106755397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059089	Fcgr4	chr1:171018919-171029761	0	0	0	0	0.0562012	0	0	0	0	0	0	0.0481693	0.0617054	0.0973732	0.233124	0.0461184
ENSMUSG00000059105	Olfr1504	chr19:13886919-13897928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059106	Olfr961	chr9:39645084-39649556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059108	Ifitm6	chr7:141015698-141017924	0	0	0	0	0	0	0.055873	0	0	0	0.0423933	0	0	0	0	0
ENSMUSG00000059112	Olfr1263	chr2:90012130-90018424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059113	Gm10061	chr16:89151085-89151550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059114	Lrrc74a	chr12:86734368-86763797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059119	Nap1l4	chr7:143513578-143549106	86.9473	105.758	84.4786	94.001	95.1284	87.6011	76.993	82.2435	112.948	135.575	112.915	134.851	120.868	135.512	91.7119	130.106
ENSMUSG00000059128	Ifnl2	chr7:28508835-28510455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059134	Olfr814	chr10:129871472-129879851	0	0	0	0	0	0	0	0	0	0	0	0.0159196	0	0	0	0
ENSMUSG00000059136	Olfr539	chr7:140659929-140678580	0	0	0	0.0243735	0.00921844	0.0397293	0.00322596	0.127796	0	0	0	0	0	0	0	0
ENSMUSG00000059142	Zfp945	chr17:22846696-22867134	3.28723	8.17864	3.44471	7.9891	4.81255	8.73173	3.74267	10.1145	2.91139	5.71076	2.65525	5.59037	4.09588	6.66581	4.27588	9.77932
ENSMUSG00000059146	Ntrk3	chr7:78175958-78657724	0.178013	0.10799	0.0521522	0.0281577	0.0177496	0.0573717	0	0.0141957	0.0529619	0.255415	0.0494863	0.197764	0.0292515	0.138384	0.0409976	0
ENSMUSG00000059149	Mfsd4a	chr1:132022805-132067965	0	0	0	0.0172173	0.0108531	0	0.0227881	0.0173604	0.0111369	0	0	0	0.0133663	0	0.0238282	0
ENSMUSG00000059169	Krt40	chr11:99537484-99543158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059173	Pde1a	chr2:79834452-80129458	0	0	0	0.0135793	0.112846	0.160008	0.159927	0.112235	0.0219938	0	0.158234	0.0885221	0.249577	0.0574457	0.114263	0.293078
ENSMUSG00000059182	Skap2	chr6:51857421-52012549	9.2252	13.9818	5.48738	5.59534	3.36229	6.05076	3.03172	4.75495	11.7128	14.2063	3.05478	3.12911	2.95319	3.81223	2.04682	3.63479
ENSMUSG00000059183	Mtfmt	chr9:65435781-65453054	3.33465	2.76108	2.9414	3.6468	3.23215	3.65936	3.75615	3.78771	3.65365	3.46693	3.68995	3.17021	3.16916	3.38393	3.58476	4.31173
ENSMUSG00000059187	Fam19a1	chr6:96113153-96657198	0.0706063	0.0205128	0.279193	0.328094	0.146389	0.350903	0.0911538	0.0868024	0.348918	0.22384	0.0259393	0.102292	0.0357517	0.0253625	0.135057	0.106872
ENSMUSG00000059189	Olfr913	chr9:38592758-38596283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059201	Lep	chr6:29060219-29073877	0	0	0	0	0	0	0	0.0173232	0	0	0	0	0	0	0	0
ENSMUSG00000059203	Il1rapl2	chrX:137570607-138846946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168533
